code_length,num_lines,num_function_calls,num_variables,has_strcpy,has_strcat,has_sprintf,has_gets,has_memcpy,has_scanf,num_if,num_for,num_while,num_switch,num_pointers,label,file
68,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,train_7907
147,10,1,1,0,0,0,0,0,0,0,0,0,0,3,0,train_7908
287,18,5,2,0,0,0,0,0,0,2,0,0,0,1,0,train_7909
3338,242,19,6,0,0,0,0,0,0,6,0,0,3,20,0,train_7910
958,50,11,2,0,0,0,0,0,0,0,1,0,0,9,0,train_7911
243,14,3,2,0,0,0,0,0,0,0,0,0,0,2,0,train_7912
249,20,4,1,0,0,0,0,0,0,0,0,0,0,3,0,train_7913
1203,82,15,2,0,0,0,0,0,0,5,0,0,0,9,0,train_7914
979,58,9,2,0,0,0,0,0,0,4,0,0,0,10,0,train_7915
2821,154,33,2,0,0,0,0,0,0,9,1,0,0,4,0,train_7916
3224,200,40,4,0,0,0,0,1,0,8,1,0,0,19,0,train_7917
630,52,9,4,0,0,0,0,0,0,3,0,0,0,2,0,train_7918
290,18,3,0,0,0,0,0,0,0,0,0,0,0,6,0,train_7919
1260,92,18,7,0,0,0,0,0,0,7,0,3,0,7,0,train_7920
405,24,3,1,0,0,0,0,0,0,0,0,0,0,3,0,train_7921
838,40,10,2,0,0,0,0,0,0,0,0,0,0,4,0,train_7922
1411,76,12,7,0,0,0,0,0,0,2,6,0,0,10,0,train_7923
347,32,6,2,0,0,0,0,0,0,2,0,0,0,3,0,train_7924
508,28,5,0,0,0,0,0,0,0,0,0,0,0,3,0,train_7925
4089,230,55,3,0,0,0,0,1,0,13,1,1,0,28,1,train_7926
1093,76,18,3,0,0,0,0,0,0,5,0,0,0,6,1,train_7927
635,36,7,2,0,0,0,0,0,0,1,1,0,0,2,1,train_7928
278,22,6,0,0,0,0,0,0,0,1,0,0,0,4,1,train_7929
1208,64,13,5,0,0,0,0,0,0,1,2,0,0,12,1,train_7930
1075,82,10,2,0,0,0,0,0,0,2,3,0,0,9,1,train_7931
1743,46,17,4,0,0,0,0,0,0,5,0,0,0,4,1,train_7932
1557,94,15,3,0,0,0,0,0,0,3,0,0,0,15,1,train_7933
1237,72,18,3,0,0,0,0,0,0,5,0,0,0,5,1,train_7934
1241,84,18,0,0,0,0,0,0,0,4,0,0,0,5,1,train_7935
1994,144,21,5,0,0,0,0,0,0,3,0,0,1,9,1,train_7936
2151,146,41,2,0,0,0,0,0,0,14,0,0,0,16,0,train_7937
288,9,4,1,0,0,0,0,0,0,1,0,0,0,3,1,train_7938
598,50,11,2,0,0,0,0,0,0,4,0,0,0,1,1,train_7939
1228,82,14,1,0,0,0,0,0,0,1,0,0,1,5,1,train_7940
478,50,10,1,0,0,0,0,0,0,2,0,0,0,3,1,train_7941
1543,98,20,1,0,0,0,0,0,0,4,0,0,0,12,1,train_7942
763,42,11,2,0,0,0,0,0,0,3,0,0,0,5,1,train_7943
484,34,13,1,0,0,0,0,0,0,1,0,0,0,1,1,train_7944
295,30,8,1,0,0,0,0,0,0,2,0,0,0,2,1,train_7945
283,22,4,0,0,0,0,0,0,0,0,0,0,0,5,1,train_7946
1161,92,20,1,0,0,0,0,0,0,5,1,0,0,5,1,train_7947
1366,98,31,2,0,0,0,0,0,0,5,2,0,0,3,1,train_7948
374,24,4,3,0,0,0,0,0,0,0,1,0,0,7,1,train_7949
221,14,5,1,0,0,0,0,0,0,1,0,0,0,2,1,train_7950
293,26,4,1,0,0,0,0,0,0,1,0,0,0,6,1,train_7951
989,60,12,2,0,0,0,0,0,0,1,0,0,0,6,1,train_7952
3308,160,32,2,0,0,0,0,0,0,8,4,2,0,11,1,train_7953
625,42,5,4,0,0,0,0,0,0,2,0,0,0,6,1,train_7954
1384,85,33,2,0,0,0,0,0,0,6,1,0,0,6,1,train_7955
252,18,2,0,0,0,0,0,0,0,0,0,0,0,3,1,train_7956
322,29,7,3,0,0,0,0,0,0,2,0,1,0,2,1,train_7957
1801,52,25,4,0,0,0,0,0,0,4,0,0,0,4,1,train_7958
790,54,16,3,0,0,0,0,0,0,3,0,0,0,1,1,train_7959
81,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,train_7960
385,30,7,2,0,0,0,0,0,0,2,0,0,0,3,0,train_7961
8267,178,78,14,0,0,0,0,1,0,31,6,2,2,29,1,train_7962
33999,1818,422,5,0,0,0,0,0,0,91,6,0,9,53,1,train_7963
375,36,3,2,0,0,0,0,0,0,1,1,0,0,2,1,train_7964
183,10,2,0,0,0,0,0,0,0,0,0,0,0,2,1,train_7965
7279,342,77,12,0,0,0,0,0,0,21,19,0,1,13,1,train_7966
808,50,14,1,0,0,0,0,0,0,0,0,0,0,7,1,train_7967
2821,172,46,4,0,0,0,0,1,0,10,0,1,0,15,0,train_7968
417,26,6,1,0,0,0,0,0,0,2,0,0,0,3,1,train_7969
1266,106,26,4,0,0,0,0,0,0,8,0,0,1,1,1,train_7970
1649,110,17,0,0,0,0,0,0,0,6,1,0,0,9,1,train_7971
693,36,8,1,0,0,0,0,0,0,3,1,0,0,6,1,train_7972
426,22,5,2,0,0,0,0,0,0,0,0,0,0,3,1,train_7973
109,8,2,1,0,0,0,0,0,0,0,0,0,0,1,1,train_7974
307,32,5,1,0,0,0,0,0,0,2,0,0,0,0,1,train_7975
224,10,2,1,0,0,0,0,0,0,0,0,0,0,2,0,train_7976
181,20,5,0,0,0,0,0,0,0,0,0,0,0,3,0,train_7977
1744,102,25,5,0,0,0,0,0,0,9,1,3,0,11,0,train_7978
319,24,4,2,0,0,0,0,0,0,0,0,0,1,1,0,train_7979
243,14,4,2,0,0,0,0,0,0,1,0,0,0,1,0,train_7980
656,50,12,2,0,0,0,0,0,0,2,0,0,0,6,0,train_7981
182,10,2,3,0,0,0,0,0,0,0,0,0,0,1,0,train_7982
1077,94,21,4,0,0,0,0,0,0,5,0,0,0,3,0,train_7983
442,32,9,5,0,0,0,0,0,0,2,0,0,0,1,0,train_7984
1993,138,28,5,0,0,0,0,0,0,7,1,0,0,7,0,train_7985
727,46,10,2,0,0,0,0,0,0,2,0,0,0,3,0,train_7986
366,26,3,0,0,0,0,0,0,0,0,0,0,0,4,0,train_7987
725,32,12,2,0,0,0,0,0,0,0,1,0,0,9,0,train_7988
92,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,train_7989
2736,132,25,0,0,0,0,0,0,0,9,0,1,0,5,0,train_7990
642,50,14,2,0,0,0,0,0,0,2,0,0,0,2,0,train_7991
1360,88,28,1,0,0,0,0,0,0,0,0,0,0,6,0,train_7992
1755,96,21,3,0,0,0,0,0,0,5,1,0,0,6,0,train_7993
860,56,6,1,0,0,0,0,0,0,1,0,0,0,8,0,train_7994
501,52,10,3,0,0,0,0,0,0,4,0,0,0,7,0,train_7995
1001,78,16,3,0,0,0,0,0,0,3,1,0,0,2,0,train_7996
501,28,8,1,0,0,0,0,0,0,3,0,0,0,3,0,train_7997
4524,276,44,14,0,0,0,0,0,0,8,0,3,0,21,0,train_7998
934,86,12,1,0,0,0,0,0,0,6,0,0,0,7,0,train_7999
1119,64,14,2,0,0,0,0,0,0,9,0,0,0,2,0,train_8000
416,28,8,1,0,0,0,0,0,0,1,0,0,0,3,0,train_8001
682,48,9,1,0,0,0,0,0,0,2,0,0,0,6,0,train_8002
4526,300,50,3,0,0,0,0,0,0,8,3,0,1,12,0,train_8003
245,18,5,1,0,0,0,0,0,0,0,0,0,0,2,0,train_8004
395,18,5,1,0,0,0,0,0,0,0,0,0,0,1,0,train_8005
1122,76,20,1,0,0,0,0,0,0,7,0,0,0,5,0,train_8006
363,20,3,2,0,0,0,0,0,0,1,0,0,0,3,0,train_8007
451,42,6,2,0,0,0,0,0,0,3,0,0,0,1,0,train_8008
2254,132,16,2,0,0,0,0,0,0,9,0,0,0,13,0,train_8009
357,24,12,1,0,0,0,0,0,0,1,0,0,0,1,0,train_8010
375,32,8,2,0,0,0,0,0,0,2,1,0,0,2,1,train_8011
3743,194,53,4,0,0,0,0,0,0,11,4,0,0,6,0,train_8012
3072,216,31,5,0,0,0,0,1,0,9,3,0,1,19,1,train_8013
9477,424,87,7,0,0,0,0,1,0,31,4,0,5,14,1,train_8014
3962,198,27,3,0,0,0,0,0,0,12,0,0,0,13,1,train_8015
1413,104,17,2,0,0,0,0,0,0,5,0,0,0,7,1,train_8016
1379,90,17,4,0,0,0,0,0,0,2,1,1,0,8,1,train_8017
1050,68,11,3,0,0,0,0,0,0,2,0,0,1,4,1,train_8018
394,16,3,2,0,0,0,0,0,0,0,0,0,0,1,1,train_8019
238,12,2,1,0,0,0,0,0,0,0,0,0,0,3,0,train_8020
5583,342,71,7,0,0,0,0,0,0,31,3,1,0,12,0,train_8021
1681,102,16,3,0,0,0,0,0,0,7,1,0,0,6,0,train_8022
2859,168,29,6,0,0,0,0,0,0,13,2,2,0,16,0,train_8023
734,52,8,9,0,0,0,0,0,0,3,1,0,0,6,0,train_8024
1608,80,3,2,0,0,0,0,0,0,0,0,0,0,6,0,train_8025
590,42,12,2,0,0,0,0,0,0,1,2,0,0,0,0,train_8026
662,44,9,3,0,0,0,0,0,0,4,0,0,0,6,0,train_8027
3481,180,53,5,0,0,0,0,1,0,14,1,2,0,15,0,train_8028
765,54,12,2,0,0,0,0,0,0,8,0,0,0,3,0,train_8029
352,22,6,1,0,0,0,0,0,0,3,0,0,0,3,0,train_8030
223,18,5,1,0,0,0,0,0,0,0,0,0,0,2,0,train_8031
242,16,3,1,0,0,0,0,0,0,1,0,0,0,2,0,train_8032
1458,82,13,1,0,0,0,0,0,0,0,0,0,0,11,0,train_8033
4765,298,53,2,0,0,0,0,0,0,17,0,0,1,16,0,train_8034
593,32,5,1,0,0,0,0,0,0,1,0,0,0,7,0,train_8035
1054,62,8,2,0,0,0,0,0,0,5,0,0,0,7,0,train_8036
312,20,7,1,0,0,0,0,0,0,1,0,0,0,2,0,train_8037
1148,78,10,3,0,0,0,0,0,0,3,1,0,0,3,0,train_8038
1050,56,14,4,0,0,0,0,0,0,2,0,0,0,3,0,train_8039
1659,100,12,2,0,0,0,0,0,0,3,1,0,0,10,0,train_8040
218,16,2,1,0,0,0,0,0,0,0,0,0,0,1,0,train_8041
259,20,4,0,0,0,0,0,0,0,1,0,0,0,1,0,train_8042
812,56,10,4,0,0,0,0,0,0,2,1,0,0,4,0,train_8043
792,46,5,4,0,0,0,0,0,0,1,0,0,0,8,0,train_8044
509,34,7,1,0,0,0,0,0,0,1,0,1,0,3,0,train_8045
123,8,2,1,0,0,0,0,0,0,0,0,0,0,1,0,train_8046
1345,78,16,3,0,0,0,0,0,0,3,0,0,0,7,0,train_8047
1667,96,21,2,0,0,0,0,0,0,4,2,0,0,10,0,train_8048
3140,202,39,3,0,0,0,0,0,0,10,0,0,0,35,0,train_8049
2019,124,23,2,0,0,0,0,0,0,4,0,1,1,4,0,train_8050
287,24,5,1,0,0,0,0,0,0,2,0,0,0,2,0,train_8051
245,20,4,0,0,0,0,0,0,0,0,0,0,0,3,0,train_8052
1095,68,6,2,0,0,0,0,0,0,2,0,0,0,2,0,train_8053
626,46,7,2,0,0,0,0,0,0,2,0,0,0,9,0,train_8054
201,12,1,2,0,0,0,0,0,0,0,0,0,0,3,0,train_8055
564,32,7,1,0,0,0,0,0,0,2,0,0,0,4,0,train_8056
1639,104,15,2,0,0,0,0,0,0,3,0,0,0,12,0,train_8057
2102,108,22,2,0,0,0,0,0,0,3,0,0,0,6,0,train_8058
5412,344,72,8,0,0,0,0,0,0,27,0,0,2,22,0,train_8059
655,38,21,1,0,0,0,0,0,0,1,0,0,0,1,0,train_8060
65,8,2,1,0,0,0,0,0,0,0,0,0,0,1,0,train_8061
428,34,6,1,0,0,0,0,0,0,3,1,0,0,0,0,train_8062
785,60,13,0,0,0,0,0,0,0,4,1,0,0,10,0,train_8063
755,74,11,3,0,0,0,0,0,0,1,0,0,1,3,0,train_8064
138,14,4,1,0,0,0,0,0,0,1,0,0,0,1,0,train_8065
628,38,10,2,0,0,0,0,0,0,2,0,1,0,2,0,train_8066
1903,100,30,2,0,0,0,0,0,0,3,1,0,0,9,0,train_8067
2779,100,25,5,0,0,0,0,0,0,0,0,1,0,20,0,train_8068
4419,222,41,4,0,0,0,0,0,0,15,0,0,0,17,0,train_8069
584,36,8,4,0,0,0,0,0,0,2,1,1,0,2,0,train_8070
708,42,11,3,0,0,0,0,0,0,1,3,0,0,8,0,train_8071
3082,212,30,6,0,0,0,0,0,0,11,0,0,0,6,0,train_8072
867,48,14,4,0,0,0,0,0,0,1,0,0,0,1,0,train_8073
1012,60,13,3,0,0,0,0,0,0,1,0,0,0,7,0,train_8074
328,24,8,1,0,0,0,0,0,0,1,0,0,0,4,0,train_8075
150,10,3,1,0,0,0,0,0,0,0,0,0,0,1,0,train_8076
955,52,17,1,0,0,0,0,0,0,2,0,0,0,3,0,train_8077
370,26,5,1,0,0,0,0,0,0,1,0,0,0,2,0,train_8078
382,24,5,1,0,0,0,0,0,0,0,0,0,0,1,0,train_8079
86,10,1,1,0,0,0,0,0,0,0,0,0,0,2,0,train_8080
1486,72,11,2,0,0,0,0,0,0,1,1,0,0,3,0,train_8081
127,10,1,4,0,0,0,0,0,0,0,0,0,0,1,0,train_8082
252,16,7,1,0,0,0,0,0,0,1,0,0,0,1,0,train_8083
248,20,2,0,0,0,0,0,0,0,0,0,0,0,3,0,train_8084
635,60,6,2,0,0,0,0,0,0,1,1,0,0,5,0,train_8085
595,40,6,2,0,0,0,0,0,0,3,0,0,0,4,0,train_8086
294,20,4,1,0,0,0,0,0,0,1,0,0,0,2,0,train_8087
1397,98,7,4,0,0,0,0,0,0,1,0,0,1,7,0,train_8088
2502,132,25,2,0,0,0,0,0,0,6,0,0,0,11,0,train_8089
2922,190,34,5,0,0,0,0,0,0,10,1,0,0,13,0,train_8090
2188,122,15,4,0,0,0,0,0,0,6,1,1,0,13,0,train_8091
1262,96,10,2,0,0,0,0,0,0,4,0,0,1,5,0,train_8092
631,42,7,1,0,0,0,0,0,0,2,0,0,0,8,0,train_8093
694,46,12,0,0,0,0,0,0,0,4,0,0,0,5,0,train_8094
2536,136,18,4,0,0,0,0,0,0,7,4,0,1,9,0,train_8095
2409,132,16,13,0,0,0,0,0,0,8,4,0,0,9,0,train_8096
449,26,10,1,0,0,0,0,0,0,1,0,0,0,1,0,train_8097
649,36,14,1,0,0,0,0,0,0,2,0,0,0,2,0,train_8098
1701,110,17,5,0,0,0,0,0,0,7,0,0,0,11,0,train_8099
1666,130,17,0,0,0,0,0,0,0,7,0,0,2,9,0,train_8100
4781,300,59,3,0,0,0,0,0,0,22,0,0,3,5,0,train_8101
4040,132,56,1,0,0,0,0,0,0,0,0,0,0,1,0,train_8102
2129,138,19,2,0,0,0,0,1,0,8,2,0,0,14,0,train_8103
2489,140,16,4,0,0,0,0,0,0,4,0,0,0,18,0,train_8104
210,12,3,2,0,0,0,0,0,0,0,0,0,0,1,0,train_8105
366,26,3,0,0,0,0,0,0,0,0,0,0,0,4,0,train_8106
556,30,5,2,0,0,0,0,0,0,2,0,0,0,2,0,train_8107
919,56,4,2,0,0,0,0,0,0,1,0,0,2,1,0,train_8108
764,46,9,1,0,0,0,0,0,0,3,0,1,0,4,0,train_8109
502,36,11,4,0,0,0,0,0,0,2,0,0,0,7,0,train_8110
501,36,8,1,0,0,0,0,0,0,2,1,0,0,2,0,train_8111
1972,128,20,2,0,0,0,0,0,0,6,0,1,1,5,0,train_8112
913,46,29,5,0,0,0,0,0,0,0,0,0,0,1,0,train_8113
6634,376,77,3,0,0,0,0,0,0,22,0,0,0,32,1,train_8114
2879,176,35,7,0,0,0,0,0,0,8,1,0,0,6,1,train_8115
237,17,6,1,0,0,0,0,0,0,1,0,0,0,1,1,train_8116
377,34,5,2,0,0,0,0,0,0,1,0,1,0,2,1,train_8117
846,63,13,6,0,0,0,0,0,0,3,2,0,0,6,1,train_8118
5494,317,61,5,0,0,0,0,0,0,23,1,0,1,35,1,train_8119
413,24,5,2,0,0,0,0,0,0,1,0,0,0,3,1,train_8120
950,54,10,11,0,0,0,0,0,0,1,2,0,0,11,1,train_8121
325,24,5,3,0,0,0,0,0,0,1,1,0,0,1,1,train_8122
1128,70,23,2,0,0,0,0,0,0,5,0,0,0,1,1,train_8123
258,18,3,0,0,0,0,0,0,0,0,0,0,0,3,1,train_8124
6180,408,48,7,0,0,0,0,0,0,26,0,8,1,33,1,train_8125
447,38,8,4,0,0,0,0,0,0,0,2,0,0,2,1,train_8126
1747,102,15,11,0,0,0,0,0,0,4,0,1,0,2,1,train_8127
1990,112,13,2,0,0,0,0,0,0,4,0,0,0,6,1,train_8128
177,18,3,1,0,0,0,0,0,0,1,0,0,0,0,1,train_8129
3309,190,31,12,0,0,0,0,0,0,15,2,1,0,12,0,train_8130
7318,394,71,6,0,0,0,0,1,0,24,2,1,1,35,0,train_8131
2624,160,13,4,0,0,0,0,0,0,0,0,2,0,17,0,train_8132
296,22,2,1,0,0,0,0,0,0,0,0,0,0,2,0,train_8133
3566,250,43,6,0,0,0,0,0,0,13,1,0,0,20,0,train_8134
409,26,3,1,0,0,0,0,0,0,1,0,0,0,1,0,train_8135
1236,106,26,4,0,0,0,0,0,0,8,0,0,1,1,0,train_8136
1919,128,35,2,0,0,0,0,0,0,5,0,0,0,5,0,train_8137
3842,200,48,4,0,0,0,0,0,0,12,0,1,0,7,0,train_8138
333,28,5,4,0,0,0,0,0,0,0,0,0,0,2,0,train_8139
319,20,2,2,0,0,0,0,0,0,0,1,0,0,1,0,train_8140
590,36,10,2,0,0,0,0,0,0,2,0,0,0,3,0,train_8141
1511,104,21,3,0,0,0,0,0,0,4,2,1,0,6,0,train_8142
693,60,12,1,0,0,0,0,0,0,2,0,0,0,5,0,train_8143
1254,76,19,8,0,0,0,0,0,0,6,0,0,1,4,0,train_8144
2439,150,56,1,0,0,0,0,0,0,1,0,0,1,18,0,train_8145
186,10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,train_8146
386,18,3,2,0,0,0,0,0,0,0,0,0,0,2,0,train_8147
7972,408,71,12,0,0,0,0,0,0,24,4,2,1,25,0,train_8148
1320,58,6,1,0,0,0,0,0,0,1,0,0,0,7,0,train_8149
2973,186,51,4,0,0,0,0,0,0,15,1,0,0,8,0,train_8150
273,20,3,1,0,0,0,0,0,0,2,0,0,0,1,0,train_8151
5761,322,86,6,0,0,0,0,0,0,28,0,3,0,21,0,train_8152
1625,128,27,3,0,0,0,0,0,0,3,2,0,0,20,1,train_8153
3273,213,69,3,0,0,0,0,0,0,16,1,1,0,7,1,train_8154
841,40,9,9,0,0,0,0,0,0,1,3,0,0,5,0,train_8155
10681,438,98,14,0,0,0,0,0,0,32,1,1,0,21,0,train_8156
419,26,3,1,0,0,0,0,0,0,0,0,0,0,2,1,train_8157
164,12,3,1,0,0,0,0,0,0,0,0,0,0,2,1,train_8158
1018,74,13,3,0,0,0,0,0,0,4,0,1,0,4,1,train_8159
934,44,7,1,0,0,0,0,0,0,0,0,0,0,9,1,train_8160
2932,158,38,6,0,0,0,0,0,0,11,0,0,0,10,1,train_8161
3763,216,24,6,0,0,0,0,0,0,5,0,0,1,39,1,train_8162
700,34,5,2,0,0,0,0,0,0,1,2,0,0,6,1,train_8163
33,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,train_8164
868,54,15,4,0,0,0,0,0,0,5,0,0,0,5,0,train_8165
5284,298,70,4,0,0,0,0,0,0,26,2,0,1,11,1,train_8166
396,28,10,1,0,0,0,0,0,0,0,0,0,0,1,1,train_8167
1199,70,13,1,0,0,0,0,0,0,1,0,0,0,8,1,train_8168
1676,102,24,3,0,0,0,0,0,0,3,0,0,1,5,1,train_8169
254,20,5,2,0,0,0,0,0,0,0,1,0,0,1,1,train_8170
281,22,4,1,0,0,0,0,0,0,1,1,0,0,2,1,train_8171
259,22,5,3,0,0,0,0,0,0,0,0,0,0,1,1,train_8172
631,44,10,0,0,0,0,0,0,0,2,0,0,0,6,1,train_8173
1053,70,8,3,0,0,0,0,0,0,4,0,0,0,3,1,train_8174
356,20,4,3,0,0,0,0,0,0,1,0,0,0,2,1,train_8175
1104,68,10,8,0,0,0,0,0,0,0,2,0,0,12,1,train_8176
531,42,3,11,0,0,0,0,0,0,0,1,0,0,14,1,train_8177
204,20,3,1,0,0,0,0,0,0,0,0,0,0,3,0,train_8178
1213,86,16,3,0,0,0,0,0,0,3,1,0,0,8,0,train_8179
384,14,6,3,0,0,0,0,0,0,2,1,0,0,7,0,train_8180
3201,164,28,15,0,0,0,0,0,0,11,5,0,0,7,1,train_8181
366,37,11,2,0,0,0,0,0,0,1,0,0,0,1,1,train_8182
12447,556,83,30,0,0,0,0,0,0,39,17,0,0,31,1,train_8183
83,10,3,1,0,0,0,0,0,0,0,0,0,0,1,1,train_8184
8068,482,85,25,0,0,0,0,0,0,26,11,0,0,30,1,train_8185
46,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,train_8186
736,42,7,2,0,0,0,0,0,0,1,0,0,0,5,0,train_8187
1596,110,19,1,0,0,0,0,0,0,4,0,0,1,3,0,train_8188
342,18,5,1,0,0,0,0,0,0,0,0,0,0,2,0,train_8189
611,42,9,0,0,0,0,0,0,0,1,0,0,0,5,0,train_8190
2850,138,57,6,0,0,0,0,0,0,4,1,0,0,4,0,train_8191
2865,182,27,2,0,0,0,0,0,0,8,0,0,1,5,0,train_8192
530,36,6,2,0,0,0,0,0,0,3,0,0,0,4,0,train_8193
1156,80,7,2,0,0,0,0,0,0,3,0,0,2,2,0,train_8194
694,40,10,1,0,0,0,0,0,0,1,0,0,0,6,0,train_8195
1190,72,25,2,0,0,0,0,0,0,6,0,0,0,8,0,train_8196
86,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,train_8197
1020,76,22,4,0,0,0,0,0,0,1,0,0,1,1,0,train_8198
617,34,4,6,0,0,0,0,0,0,0,1,0,0,15,0,train_8199
932,54,10,1,0,0,0,0,0,0,1,0,0,1,6,0,train_8200
1301,86,11,4,0,0,0,0,0,0,3,1,0,0,2,0,train_8201
120,8,2,1,0,0,0,0,0,0,0,0,0,0,1,0,train_8202
213,16,4,0,0,0,0,0,0,0,0,0,0,0,1,0,train_8203
1699,108,31,5,0,0,0,0,0,0,0,1,0,0,13,0,train_8204
658,40,9,1,0,0,0,0,0,0,3,0,0,0,4,0,train_8205
340,28,6,3,0,0,0,0,0,0,2,0,0,0,3,0,train_8206
2492,144,29,2,0,0,0,0,0,0,5,0,0,0,16,0,train_8207
476,30,7,2,0,0,0,0,0,0,1,0,0,0,3,0,train_8208
105,12,2,3,0,0,0,0,0,0,0,0,0,0,0,1,train_8209
305,24,3,1,0,0,0,0,0,0,0,0,0,0,4,1,train_8210
154,10,2,1,0,0,0,0,0,0,0,0,0,0,1,1,train_8211
233,14,1,1,0,0,0,0,0,0,0,0,0,0,5,0,train_8212
754,48,17,2,0,0,0,0,0,0,3,0,0,0,4,0,train_8213
337,22,8,2,0,0,0,0,0,0,1,0,1,0,0,0,train_8214
5755,402,69,7,0,0,0,0,0,0,4,0,0,10,11,0,train_8215
1238,80,13,2,0,0,0,0,0,0,0,0,1,0,10,0,train_8216
175,14,2,1,0,0,0,0,0,0,0,0,0,0,2,0,train_8217
179,12,1,1,0,0,0,0,0,0,0,0,0,0,2,0,train_8218
4639,264,74,5,0,0,0,0,0,0,24,0,0,0,11,0,train_8219
766,58,6,7,0,0,0,0,0,0,2,1,0,0,5,0,train_8220
249,22,4,1,0,0,0,0,0,0,0,0,0,0,2,0,train_8221
5867,304,64,5,0,0,0,0,0,0,10,1,0,0,39,0,train_8222
66,8,2,1,0,0,0,0,0,0,0,0,0,0,1,0,train_8223
1772,128,27,3,0,0,0,0,0,0,7,2,1,0,8,0,train_8224
330,28,4,2,0,0,0,0,0,0,3,0,0,0,1,0,train_8225
412,34,8,1,0,0,0,0,0,0,2,0,0,0,3,0,train_8226
1303,90,28,2,0,0,0,0,0,0,4,0,0,0,5,0,train_8227
13758,806,110,3,0,0,0,0,0,0,27,0,0,6,56,0,train_8228
2691,134,53,1,0,0,0,0,0,0,2,0,0,0,1,0,train_8229
674,36,9,0,0,0,0,0,0,0,1,0,0,0,5,0,train_8230
1149,110,21,5,0,0,0,0,0,0,5,2,1,0,9,0,train_8231
1611,80,13,1,0,0,0,0,0,0,0,0,0,1,3,0,train_8232
330,28,5,3,0,0,0,0,0,0,0,0,0,0,2,0,train_8233
232,12,4,1,0,0,0,0,0,0,0,0,0,0,1,0,train_8234
60,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,train_8235
475,32,4,1,0,0,0,0,0,0,0,0,0,0,6,0,train_8236
1032,56,10,5,0,0,0,0,0,0,3,1,0,0,4,0,train_8237
254,16,7,1,0,0,0,0,0,0,0,0,0,0,1,0,train_8238
718,42,5,1,0,0,0,0,0,0,1,0,0,0,6,0,train_8239
174,12,1,0,0,0,0,0,0,0,0,0,0,0,3,0,train_8240
289,28,5,2,0,0,0,0,0,0,1,0,0,0,1,0,train_8241
128,8,3,1,0,0,0,0,0,0,0,0,0,0,1,0,train_8242
1002,50,10,2,0,0,0,0,0,0,0,0,0,0,6,0,train_8243
1472,94,8,1,0,0,0,0,0,0,1,0,0,0,7,0,train_8244
983,70,28,1,0,0,0,0,0,0,0,0,0,0,0,0,train_8245
233,18,6,1,0,0,0,0,0,0,0,0,0,0,2,0,train_8246
184,10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,train_8247
867,60,12,2,0,0,0,0,0,0,4,0,0,0,8,0,train_8248
498,32,5,0,0,0,0,0,0,0,0,0,0,0,8,0,train_8249
1488,102,20,1,0,0,0,0,0,0,8,0,0,0,10,0,train_8250
1921,194,36,7,0,0,0,0,0,0,11,0,1,1,4,0,train_8251
2743,172,23,10,0,0,0,0,0,0,8,1,0,0,27,0,train_8252
334,30,6,3,0,0,0,0,0,0,0,1,0,0,0,0,train_8253
1354,126,22,3,0,0,0,0,0,0,10,3,0,0,4,0,train_8254
2809,170,29,2,0,0,0,0,0,0,2,1,0,1,5,0,train_8255
322,22,4,2,0,0,0,0,0,0,1,0,0,0,3,0,train_8256
1000,70,10,2,0,0,0,0,0,0,3,0,0,0,4,0,train_8257
558,44,10,5,0,0,0,0,0,0,4,0,0,0,2,0,train_8258
197,14,3,1,0,0,0,0,0,0,1,0,0,0,0,0,train_8259
307,24,2,1,0,0,0,0,0,0,1,0,0,0,3,0,train_8260
188,14,4,1,0,0,0,0,0,0,1,0,0,0,3,0,train_8261
1997,130,26,6,0,0,0,0,0,0,1,1,0,0,5,0,train_8262
655,36,14,1,0,0,0,0,0,0,4,0,0,0,3,0,train_8263
571,32,5,1,0,0,0,0,0,0,0,0,0,0,8,0,train_8264
423,28,4,3,0,0,0,0,0,0,0,1,0,0,2,0,train_8265
274,32,4,2,0,0,0,0,0,0,2,0,0,0,2,0,train_8266
687,60,9,3,0,0,0,0,0,0,3,0,0,0,3,0,train_8267
2482,136,22,4,0,0,0,0,0,0,4,0,0,0,9,0,train_8268
221,18,9,2,0,0,0,0,0,0,3,0,0,0,0,0,train_8269
2238,170,34,2,0,0,0,0,0,0,16,0,0,0,4,0,train_8270
1190,76,17,4,0,0,0,0,0,0,2,0,0,0,13,0,train_8271
2262,116,8,3,0,0,0,0,0,0,0,0,2,0,10,0,train_8272
2397,182,37,4,0,0,0,0,0,0,2,0,0,1,8,0,train_8273
1716,102,23,1,0,0,0,0,0,0,5,0,0,0,8,0,train_8274
245,24,4,1,0,0,0,0,0,0,1,0,0,0,6,0,train_8275
1022,68,12,2,0,0,0,0,1,0,7,0,0,0,3,0,train_8276
19196,1174,241,5,0,0,0,0,0,0,8,0,0,13,50,0,train_8277
